artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,sadness,feelings,topic,age
montgomery gentry,headlights,2014,country,everybody know summer get hotter everybody goin water chillin nothin get rock clock say midnight catch buzz honeysuckle moonlight shotguns girlfriends coolers cold can follow headlights break fence line riverside point dust tire rut wanna wanna night hell yeah right follow headlights girl cutoffs shakin round summertime naked yeah shake bottom boys hat backwards hittin hard park tractors park tractors hear hear follow headlights break fence line riverside point dust tire rut wanna wanna night hell yeah right follow headlights follow headlights yeah follow headlights break fence line riverside point dust tire rut wanna wanna night hell yeah right follow headlights follow headlights yeah,104,0.000773994,0.4027761500438634,0.000773994,0.1186991063946109,0.129363497,0.000773994,0.000773994,0.000773994,0.064434547,0.000773994,0.092208996,0.057147368,0.021229902,0.000773994,0.000773994,violence,0.085714286
ty dolla $ign,"or nah (feat. the weeknd, wiz khalifa & dj mustard)",2014,pop,careful walk serpent lie dark move shadow effort gain control weak better wise chant word rastaman warn beware deception night raver predator night raver predator warn come harm fuss fight trick pointless provoke rage vulnerable mind insane quick activate self destruction mouth thing pull weak mind better wise situation warn come away away late night raver self predator late night raver destroy destroy humble easy,65,0.001547988,0.4895654320856979,0.001547988,0.2349937139679535,0.001547988,0.001547988,0.001547988,0.097184548,0.001547988,0.001547988,0.001547988,0.001547988,0.001547988,0.1015066729852301,0.001547988,violence,0.085714286
mila j,my main,2014,pop,ungh ungh ungh mustard beat girl come main share drink main celebrate birthday main yeah number bitch main main break main beat bitch sight main turnt main nigga reason tell secrets know go come main main yeah right say main main yeah know ride haters canyou tonight main main life baddest chicks club main girls main main break main fight boys main play dudes like toy main vacate miami main grammy main nigga reason tell secrets know go come main main yeah right say main main yeah know ride haters canyou tonight main main life main catch nigga cheat stay fuck bitch long down unconditional morning like cereal daddy main curve hoe tat body like cholo toe nigga rida head game crazy pussy money ballin answer real nigga callin callin yeah main thing thing fall yeah main right wanna point turn yeah main right wanna point main main yeah right say main main yeah know ride haters canyou tonight main main life,162,0.000598086,0.000598086,0.066471462,0.112806874,0.1296344314385723,0.000598086,0.000598086,0.1229244135220469,0.3487254501696488,0.000598086,0.1420221001287794,0.000598086,0.000598086,0.021273173,0.000598086,obscene,0.085714286
nicki minaj,truffle butter,2014,pop,know know thinkin loud quarter million right hard song bout somethin money things talkin blunt stay blunt pretty women right disappear right look gettin friends gettin comin house clear right fleet things cars loose change white like things niggas mood change like muhfucka flow dozen trust undercover probably stepsisters fuck talkin filet truffle butter fresh sheet towel gotta yeah desire tell niggas hidin know know thinkin loud right talkin record highest sellin female rapper record million single sell gotta compete single soul good ballpoint game finger roll tell single soul pretty women wassup right standup chair right hear wack nigga near kiss baddest bitch dare need care bitch rent floss everyday dentist style approach invent takin cause mean know know thinkin loud break million dollar smile bank check account bank teller flirtin checkin account pretty ladies truffle butter pussy cuddle buddies gotta tell friend morning cause gonna know bathroom hand toilet girl dance know bitch dance star nothin like dude important bring cocaine snortin vacuum like carpet suck white white chocolate heartless thoughtless lawless flawless smallest regardless largest charge bear orleans kill jordans skateboard gnarly tunechi know know know,189,0.000434972,0.000434972,0.000434972,0.000434972,0.01231293,0.000434972,0.000434972,0.1901698440124855,0.5744177625567696,0.023068498,0.000434972,0.052073664,0.009897236,0.000434972,0.000434972,obscene,0.085714286
ballyhoo!,instigator,2013,reggae,lately hear things disturb things brew come fact think flake manipulate rightfully late close door speak like tokin instigator call talk gotta turn try buy know better watch cause toxic force suppose team know believe deceive think know cause imagine happen stay look family break rightfully late close door speak like tokin instigator call talk gotta turn try buy know better watch toxic force speak like tokin instigator call talk gotta turn try buy know better watch cause toxic force,80,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.6321009670132988,0.3527340011215925,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,obscene,0.1
christopher martin,reggae road block,2013,reggae,happen care pure niceness party year reggae road play beat streets reggae road feel vibes come alive know reggae road play beat streets reggae road feel vibes come alive know people dance sound string square atmosphere vibes cyaa creep look road intensity watch girl bubble energy lord place positivity hold woman repeat slow gyal wine dancehall drop long tune play reggae road block music play soup bubble liquor flow stop chill spot party reggae road repeat,76,0.000993049,0.050017478,0.000993049,0.000993049,0.000993049,0.024004491,0.035656134,0.000993049,0.4042533044837745,0.1530740277689435,0.2543265177796252,0.000993049,0.000993049,0.000993049,0.036303523,obscene,0.1
bleubird,time 4real,2013,hip hop,take dirt bury garden remind sin accuse tryin hard gut serve goldplate cancers cancers tiny dancers devil shoulder feed answer assemble word beat head floor night train rightbrained brain cells stand hair forcefed death bear mess tear mother undercover pore sweat comin start regret care breathin dust away ones ship regret admit lyric commercial,54,0.001461988,0.4430438350393672,0.001461988,0.032340464,0.001461988,0.001461988,0.001461988,0.001461988,0.08674372,0.001461988,0.001461988,0.001461988,0.081273522,0.1924868759031546,0.001461988,violence,0.1
luke bryan,if you ain't here to party,2013,country,beer good look girls dress nights look good time jack truck stack white rock stick grip bouncer door dare step floor aren party pick wrong place pick wrong friday night aren party miss best damn time life throw card knock shoot zone yeah head home aren party little louisiana band play swampy sugar tan look fine shake thing zydeco cage purple rain raise drink everybody sing party pick wrong place pick wrong friday night party missin best damn time life throw card knock shoot zone yeah home party aren party pick wrong place pick wrong friday night aren party miss best damn time life pick maybe number phone go home aren party yeah better party yeah party yeah party throw key aren drive go cause party baby yeah yeah whoa aren party pick wrong friday night,136,0.01103093,0.000478469,0.02907609,0.1426263328630564,0.081984206,0.000478469,0.000478469,0.000478469,0.3226229578497907,0.021733766,0.3162912691344962,0.000478469,0.000478469,0.000478469,0.05169625,obscene,0.1
miley cyrus,do my thang,2013,pop,single night single thang thang worry bout okay thang cause thang thang thang thang thang bang bang shoot baby look high grind baby shit pass shit baby shit true hear sound ssouthern crazier hell gettin wild gettin live burnin turnt tear roof outta fuck thing think turnin turnin live everybody hand cause single night single thang thang worry bout okay cause thang thang thang thang thang thang bang bitch think strange bitch bananas like fuckin rangutan bitch worry bout arrange bitch mind business stay bitch yeah southern tell crazier hell wild live turnt burnin fuck thing think turnin turnin live everybody hand cause single night single thang thang worry bout okay thang cause thang thang,115,0.048322242,0.000701754,0.1004278383235577,0.055447265,0.02379538,0.04254035,0.000701754,0.077570064,0.5894171322559443,0.000701754,0.05476043,0.000701754,0.000701754,0.000701755,0.000701754,obscene,0.1
intronaut,killing birds with stones,2013,jazz,night hard try break fade disappear eye crawl place know thing real close decide walk away,16,0.003095975,0.003095976,0.003095975,0.003095976,0.003095975,0.003095975,0.003095975,0.2118147352520525,0.003095975,0.003095975,0.003095975,0.1167690024100809,0.003095975,0.5668717906839188,0.058104841,sadness,0.1
the shouting matches,i need a change,2013,blues,need change girl need change need change high steeple chime need change need change girl need change cause go need change stone build home need change calm rise mind close door treat kind know mind need change know reason damn sick tire time,43,0.001283697,0.1400058267022337,0.3322056081914272,0.001283697,0.2150292539575639,0.001283697,0.001283697,0.1271688736356891,0.001283697,0.030085567,0.001283697,0.049698856,0.001283697,0.001283697,0.001283697,world/life,0.1
blake shelton,100 miles,2013,country,wheel turn like memories headlights shine like usedtobes time time take long forgiveness go need go knees miss sorry spend rest life make past answer hop fear tell know know road lead door girl need go knees miss sorry spend rest life make past answer hop fear,47,0.001169591,0.001169591,0.499509194,0.001169591,0.001169591,0.001169591,0.001169591,0.1910882519033286,0.001169591,0.001169591,0.051610985,0.03522776,0.001169591,0.001169591,0.101241547,world/life,0.1
henrik freischlader,point of view,2013,blues,cent rent work split upcan life easy consider things point view ahin point view eheh yeah point viewi life light color world beautiful come bird tree flower world beautiful come,30,0.00228833,0.00228833,0.5559360153256363,0.00228833,0.04576659,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.2676733685730609,0.00228833,0.00228833,0.00228833,world/life,0.1
possessed by paul james,there will be nights when i'm lonely,2013,blues,hand feel face whisker lips kiss away pain come blister know picture mind mind mind mind mind nights lonely sleep know picture mind mind mind mind mind mind mind mind mind nights lonely sleep favorite friends friends yeah damn look good half piece jeans come know picture mind mind mind mind mind nights lonely sleep know picture mind mind mind mind mind mind mind mind mind nights lonely sleep,69,0.000785546,0.000785546,0.000785546,0.5838753814757788,0.016345028,0.000785546,0.03824873,0.1016019653136357,0.000785546,0.000785546,0.000785546,0.000785546,0.000785546,0.1466832787715722,0.022989726,night/time,0.1
set it off,partners in crime (feat. ash costello),2013,pop,alive swear death crimes work alive live like spoil royalty lovers partner partner crime partner crime tale reckless live life crime brush paint state green everybody freeze money shoot vault paper face flood streets heat come close burn play cause alive swear death crimes work alive live like spoil royalty lovers partner partner crime partner crime omnipotent outlaw fall grind tonight leave unaware lone store owner fight gonna pin baby little scar quit sound alarm hear sirens close paper face flood streets heat come close burn burn place grind cause alive swear death crimes work alive live like spoil royalty lovers partner partner crime partner crime police department police department come hand place surround weapons weapons ready sky black leadfilled rain morbid paint display night young die bury take alive swear death haunt dark take alive live ghost streets lovers partner partner crime partner crime,145,0.018921494,0.5388974945706482,0.05150497,0.02297237,0.000578369,0.040218103,0.039803422,0.000578369,0.1451120743210271,0.000578369,0.000578369,0.1236322241991584,0.000578369,0.000578369,0.000578369,violence,0.1
wavves,nine is god,2013,rock,bullet head finally pick lead know anxiety breathe push ledge holy holy truth come breathe inside lungs holy holy youth come feel bullet head finally pick lead know inside push ledge holy holy truth come breathe inside lungs holy holy youth come breathe inside lungs lungs lungs lungs lungs lungs lungs lungs lungs lungs lungs lungs,56,0.095843568,0.6954943191371449,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.144424962,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.036041661,violence,0.1
a$ap rocky,r,2013,pop,niggas pistolpoppin like maybe mind press rewind time rappers droppin dim trap choppin pies clichés rhyme gucci prada designer money power enchilada commas dollas green guava serve flocka disrespect blocka blocka choppas eavesdroppers fuck choppas grindin like biggie poppa yeah outer hotter jackin pistolpackin mothafuckin choppers clappin metal jacket automatic magazines headon traffic fenders smashin windows crashin pant saggin fuck fashion yeah nigga manhattan cali happen gucci escada designer groupies poppers gonna swallow probably robbers goons goblins hatin medulla oblongata york world go cali yeah yeah go cali york scream fuck world go cali yeah yeah go cali nigga brackin boolin know sayin know mean yeah see camino know mean bein careful lookin enemies know fuck killin killin movin shit shootin niggas sight know yeah catch slippin nigga cop fuck blood niggas slippin happen solo maserati like atari key push start bugatti bugattis testarossa blue ferrari lamborghini bumpin worry rastafari hardest supersonic systematic retard versace apartment bigger closet newer carpet departments cooler garment goal accomplish shootin target target movin target accomplice kill game regardless beat charge honor,177,0.000822368,0.079113244,0.045488609,0.000822369,0.1312426044458532,0.000822368,0.000822368,0.1374818025674931,0.5002783735142372,0.017661755,0.000822368,0.000822368,0.000822368,0.000822368,0.059328635,obscene,0.1
gary allan,pieces,2013,country,break tear scatter love holy love roll wind matter sure want smile fear laugh tear piece heart piece soul piece gonna know give lovers give friends take piece lie liars perfect world everybody burn guess learn break make grow hide gonna light shine need gonna piece heart piece soul piece gonna know give lovers give friends take piece piece good piece piece wrong right piece life piece heart piece soul piece gonna know give lovers give friends take piece piece piece,81,0.000666223,0.000666223,0.1321127142288615,0.000666223,0.024292639,0.000666223,0.048812903,0.1128958274231569,0.000666223,0.000666223,0.000666223,0.0542167,0.000666223,0.5052037389455086,0.014518372,sadness,0.1
drake,own it,2013,pop,feel guess guess guess guess bottle table water secret baby everybody guess guess guess time fuck wanna fuck wanna time talk wanna talk wanna trust time stand tall wanna standin time spend want peakin peakin weekend guess guess guess say shit shit shit shit shit shit shit shit say shit shit shit shit shit shit shit shit niggas talk bitch days shit sink niggas talk bitch days pussy quicker days straight weed liquor days cause drug kid trippin days bunch journalists searchin story exgirl searchin sorry couple bitch tryna like nigga supportin tour gettin money check nigga threats girl shit girl cause batphone workline time somethin time swear niggas talk bitch days thinkin different days break telephone single conversation time get shit switch days gonna say shit baby shit shit shit,131,0.020232887,0.000478469,0.1013821616609814,0.000478469,0.000478469,0.000478469,0.000478469,0.167315585,0.6115743942631614,0.000478469,0.000478469,0.000478469,0.000478469,0.000478469,0.000478469,obscene,0.1
hiatus kaiyote,sphynx gate / the world it softly lulls,2013,jazz,sphynx gate world softly lull rarity glisten sharp memory silver tooth bark bath light history fracture piece outside fork snake tongue curl finger tip warm rouge streak ribbons skull world softly lull world softly lull world softly lull world softly lull rarity glisten sharp memory silver tooth bark bath light history fracture piece outside fork snake tongue curl finger tip warm rouge streak ribbons skull world softly lull world softly lull world softly lull world softly lull,77,0.002024291,0.2430898133078365,0.3609165364964872,0.002024292,0.002024292,0.002024291,0.002024292,0.002024291,0.002024292,0.002024292,0.002024292,0.2618897450458262,0.002024292,0.1037395322673244,0.002024291,world/life,0.1
chance the rapper,nana,2013,pop,introducin ruthless shrooms dream lucid loosely base music swallow mucus pussy herpes lupus deuces douche deuce deuce shoot bang shoe boot suit suit bullshit shit allusion confuse confucius nasty ashy cigarette ash voice raspy week suspend night kiss vahtie parley hallway classy hahaha shut acid acid acid melt plastic spit fire palette talkin paper work higher pardon mishaps burp murder fart bitchslapped like bourbon mix licketysplit look slip peelin banana split kitkat break shit batch fack mean bitch lean bitch lean bitch chakra like amin mean mean shit introducin bronsonliño hair slick look like pitino japanese dyke camino haha lettin tree blow east coast team hoe like summitt look like schwarzenegger black hummer chopper splash summer like fast brother number fumblin fact acid shoot pass river plastic gymnastic emerald green classic cleave palate order chef salad okay club foot little hahaha couldn help laugh order chicken parm bull warmup pippens suck motherfucking young velarde queen baby blow,157,0.017524046,0.000862813,0.000862813,0.000862813,0.000862813,0.054347921,0.000862813,0.000862813,0.4696691538477521,0.049077035,0.1260705577526731,0.084074258,0.000862813,0.000862813,0.000862813,obscene,0.1
the strokes,80's comedown machine,2013,rock,time watch pass try hard time anymore say world close crawl inside away away try believe fate second safe close blind night away away away away away away,28,0.001814882,0.001814882,0.1018792367123215,0.1271295173811287,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.7419531322138104,0.001814882,sadness,0.1
craig campbell,keep them kisses comin',2013,country,hair look say come right yeah goin bottle wine nothin time hand gonna tonight imagine doin nothin doin layin round tangle buzz sippin little need lovin kiss comin long week missin wanna lips girl know imagine doin nothin doin layin round tangle buzz sippin little need lovin kiss comin yeah comin night stop killin baby stop drivin crazy swear lips baby long slow kiss imagine doin nothin doin layin round tangle buzz sippin little need lovin kiss comin comin night,80,0.1279810401194615,0.000835422,0.000835422,0.1047923464303087,0.074109789,0.058994326,0.1267798733926744,0.000835422,0.3394791905031394,0.000835422,0.070570061,0.000835422,0.000835422,0.000835422,0.000835422,obscene,0.1
the 1975,settle down,2013,pop,soft sound wear hair cover face have effect fall place lose word speak body avoid talk lose turn guess learn cause stay hour cry loud settle know house hand mouth stop small dictate people familiar face mean fixate girl soft sound hair place sure learn push body avoid walk cold burn guess learn cause stay hour cry loud settle know house hand mouth stop soft sound wear hair cover face have effect fall place lose word speak body avoid talk lose turn guess learn cause stay hour cry loud settle know house hand mouth stop cry loud,97,0.000584795,0.3691908926299396,0.000584795,0.000584795,0.000584795,0.000584795,0.000584795,0.1890774333383262,0.000584795,0.000584795,0.2419361570471579,0.000584795,0.000584795,0.1030306748663959,0.000584795,violence,0.1
j. roddy walston & the business,same days,2013,blues,handler mind night gender change time faggot street tighten jeans know drag feet days days forever days days forever days days forever days days forever satin jacket press skin young neckers load friends mother tear drinkers holy spirit near days days forever days days forever days days forever days days forever gentle lick weigh heavy heart gentlemen hard true wait real real take cop feel secret hand money fold swaddle heritage untold true wait real real take cop feel days days forever days days forever days days forever days days forever,91,0.00074129,0.00074129,0.5670802429337706,0.035673399,0.00074129,0.00074129,0.00074129,0.00074129,0.00074129,0.00074129,0.097563324,0.00074129,0.04210162,0.02641849,0.084544484,world/life,0.1
lorde,the love club,2013,pop,clique want punch days card game ease bitter salt blood want mother choke sick word hang head time free club glow punch club club join club fight best friend girls claw somethin hang wicked kid pill forget address sittin pretty throne want club glow punch club club club club club clothe soak know drop chin home roll map paper hidin place problem club sever people watch grow member great adventure wait club glow punch club club club club club club,80,0.000892061,0.053740413,0.000892061,0.021386651,0.000892061,0.000892061,0.000892061,0.000892061,0.5876980854132426,0.000892061,0.1293551186021393,0.069260448,0.078621848,0.000892061,0.000892061,obscene,0.1
the dear hunter,the kiss of life,2013,jazz,close eye shallow grave lie hear stick forever pray wasn forever cause lean clutch memories alive breathe life time pray wasn time wonderful starry eye things live echo suppose want things want feel soul soul unburied dust home sing life promise happen wonderful starry eye things live echo suppose want things want feel soul soul wonderful starry eye things live echo suppose want things want feel soul soul,68,0.000923361,0.2363791555945038,0.3727385781382867,0.000923361,0.000923361,0.000923361,0.000923361,0.174898038,0.000923361,0.046543857,0.000923361,0.000923361,0.000923361,0.000923361,0.050367187,world/life,0.1
billy currington,closer tonight,2013,country,know baby maybe soon late think look look tomorrow late baby come little closer tonight drink little night slow feel like matter long closer tonight song meet street gotta lose lonely city night sleep walk home want come come long baby come little closer tonight drink little night slow feel like matter long closer tonight closer tonight think away arm baby come little closer tonight drink little night slow feel like matter long closer tonight closer tonight,77,0.121262212,0.000674764,0.000674764,0.4976850718993862,0.000674764,0.079780278,0.014378458,0.000674764,0.000674764,0.020264414,0.117337035,0.000674764,0.000674764,0.000674764,0.02812219,night/time,0.1
chance the rapper,pusha man,2013,pop,damn days shoe show chauffeur road rage damn adlib ways letterman practice burner lack outin jam nigga toetagging land lake sand milk pour dance money pill blue handful advils nitty fuck nitty tell buyer nitty tell goddamn pusha pusha pimp slappin taggin tryna fight pusha pusha goddamn pusha pusha pimp slappin taggin tryna fight pusha pusha pimp slappin taggin tryna fight pusha pusha lame bitch break weed face streets tweet reader redeye read suntimes blister knees fiend beat time time time plus equal threesome time shout jackball flex neck thots rastafari shottas house safari casa field popeye come party pop say come papa say papa goddamn pusha pusha pimp slappin taggin tryna fight pusha pusha goddamn pusha pusha pimp slappin taggin tryna fight pusha pusha,125,0.001096491,0.2443552932444833,0.001096491,0.070966927,0.001096491,0.001096491,0.001096491,0.001096491,0.4440173228142926,0.001096491,0.2242130877521891,0.001096491,0.001096491,0.001096491,0.001096491,obscene,0.1
justin bieber,fall,2012,pop,tell story girl fell best friend feel break blind believe treat right know love aware smile face go smile want tell long gonna fall know wall wrap heart scar fall tell afraid cause amaze friendship wanna lose wanna lose think stand sit hurt babe hand know forget know break heart time cause know piece go time wrong shoulder cry time song figure gonna fall know wall wrap heart scar fall catch fall catch fall catch fall spread wing away fall gonna fall know wall wrap heart scar fall gonna fall know wall wrap heart scar scar scar fall catch fall catch fall catch fall spread wing away listen fall,109,0.011415431,0.000491884,0.000491884,0.017844279,0.000491884,0.000491884,0.027908549,0.2271571946673202,0.000491884,0.012319792,0.000491884,0.053844803,0.000491884,0.5557889740023447,0.000491884,sadness,0.1142857142857142
between the buried and me,goodbye to everything reprise,2012,jazz,goodbye,1,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.526315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,0.026315789,romantic,0.1142857142857142
thousand foot krutch,courtesy call,2012,rock,heyo come danger club start gonna stop gonna turn till get everybody sing heyo tell turn till let thing shakin like disco ball warn courtesy heyo come danger club start gonna stop gonna turn till get everybody sing heyo tell turn till let thing shakin like disco ball warn courtesy afraid come hit shake core make stronger question trust stand feel real lyric commercial,64,0.001052632,0.097989502,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.1204005130276718,0.4425009336124306,0.062543707,0.001052632,0.059257257,0.001052632,0.001052632,0.001052632,obscene,0.1142857142857142
kenny chesney,you and tequila (with grace potter) (live at red rocks amphitheatre),2012,country,apologize emotions hidin hard explain feel world close eye things hurt nature apologize apologize apologize tire holdin head tire tryin hold cycle fight make tire tryin hold fallin apart slippin away rewindin things fallin apart slippin away fight break breakaway break breakaway break breakaway break breakaway break grind ceilin disappear nothin stand hate feelin weight world shoulder older older older tire holdin head tire tryin hold cycle fight make tire tryin hold fallin apart slippin away rewindin things fallin apart slippin away fight break breakaway break breakaway break breakaway break breakaway fallin apart slippin away rewindin things fallin apart slippin away fight break breakaway break breakaway break breakaway break breakaway,110,0.000773994,0.2101545650843793,0.096106759,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.1144758846614835,0.000773994,0.000773994,0.000773994,0.000773994,0.5676528842055985,0.000773994,sadness,0.1142857142857142
beth hart,better man,2012,blues,feel fine teach shine turn water wine time better play wrong want know want know better stand better better love better better better want animal act control better grease better complicate hold hand like swim like duck steal try pawn gitar flirt friends money stand happiness receive surely good finally piece,51,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.1072979323837363,0.2653361863032474,0.3327835888390438,0.001253133,0.001253133,0.03692691,0.001253133,0.001253133,0.042289541,obscene,0.1142857142857142
the bad plus,seven minute mind,2012,jazz,base eye crew rhyme book club stop fuck wanna silly bar alright fuck straight mind blower mean life knower eyeopener sculpturer blindfold knifethrower golfsale sign holder infoexchanger bipolar mental home escaper nosy neighbour expect total failure blow,37,0.003095975,0.003095975,0.07133869,0.076721729,0.003095975,0.003095975,0.003095975,0.003095975,0.4677899709981334,0.098524307,0.003095975,0.003095976,0.003095975,0.003095975,0.003095975,obscene,0.1142857142857142
all them witches,guns,2012,blues,shoot gun loud loud loud fight war long long long wipe blood hand hand hand forward look heavens tell hear hear hear wipe blood hand hand hand forward shoot gun loud loud loud fight war long long long gun gun gun wipe hand blood go blood go blood go forward,50,0.001422475,0.5695435274361469,0.001422475,0.1394001682537127,0.001422475,0.001422475,0.001422475,0.001422475,0.001422475,0.2055768516707889,0.001422475,0.001422475,0.001422475,0.001422475,0.064142326,violence,0.1142857142857142
imagine dragons,bleeding out,2012,rock,bleed thing bring bleed bare skin count sin close eye bleed bleed come lose season stop hide beneath grind turn grey scream reach inside heart beat tell hold tell hold innocence go right wrong cause bleed thing bring bleed bare skin count sin close eye bleed bleed hour nigh hopelessness sink wolves night holler eye emptiness know darkness scarecrow tell hold tell hold innocence go right wrong cause bleed thing bring bleed bare skin count sin close eye bleed bleed bleed bleed bleed bleed cause bleed thing bring bleed bare skin count sin close eye bleed bleed,97,0.000657895,0.6190264903425394,0.000657895,0.000657895,0.000657895,0.000657895,0.1280365868785693,0.2084417814206731,0.000657895,0.000657895,0.000657895,0.000657895,0.000657895,0.000657895,0.017196963,violence,0.1142857142857142
lee brice,parking lot party,2012,country,live location want come party park party fire grill tall boys chill yeah little radio know catchin little groove yeah play slow park party tailgate buzz sip suds early light cause party like preparty party afterparty park party open band doin soundcheck sound pretty good hell buy ticket yeah alright care cause pretty girls sit right kick lawn chair park party tailgate buzz sip suds early light cause party like preparty party afterparty park party wohohohoh pull guitar wohohohoh bout time pass shine heyheyhey start leave hell time free park party tailgate buzz sip suds early light cause party like preparty party afterparty park party yeah park party go park party damn girl park party wooooh park party think see lord heyheyhey,122,0.000657895,0.000657895,0.000657895,0.000657895,0.056400033,0.042825848,0.000657895,0.000657895,0.5778893657218257,0.000657895,0.1863526356487232,0.050701131,0.014167629,0.000657895,0.000657895,obscene,0.1142857142857142
gary clark jr.,breakdown,2012,blues,get cold outside stand spendin telephone wanna home stop checkpoints paranoid think somethin need know stop gotta green light turnin brighter goin stop breakdown breakdown breakdown breakdown leave pocket zero dollar bill feel steal breakdown backseat thinkin damn master plan damn nothin gonna thing stop bringin till reach light stop light feelin late light breakdown breakdown breakdown breakdown breakdown breakdown breakdown breakdown breakdown feel know breakdown breakdown breakdown breakdown breakdown breakdown breakdown breakdown breakdown breakdown breakdown,76,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.001253133,0.095450168,0.3329967128517072,0.001253133,0.1833431428082205,0.148439289,0.001253133,0.001253133,0.04398426,obscene,0.1142857142857142
chronixx,ain't no giving in,2012,reggae,rastafari leave road give go get tough tough go people give rastafari guide begin youts life cyan pressure trust high life better sure youth juggle road babylon bwoy solid like kalonji give go get tough tough go gwan juggle fruit give rastafari guide begin teacher government need purge process police hard serve protect government high light robust tax pressure youth hard road robot taxi give gwan taxi youth go get tough tough go give rastafari guide begin people face struggle struggle long people hold know feel pres like battle victory sweet kiss teeth give go get tough tough go believe give selassie guide,103,0.000877193,0.000877193,0.4060678065191573,0.000877193,0.000877193,0.000877193,0.054848393,0.000877193,0.000877193,0.000877193,0.1894267952709093,0.036050796,0.039324856,0.000877193,0.1547441167180237,world/life,0.1142857142857142
matisyahu,i believe in love,2012,reggae,remember run girl know true know blue cause know say say say say flow sound rise early days late late nights believe sit high tree believe reason believe yeah free train plan automobile feel world lie real say things time heal fast life past life ask wife know cut like knife want strife believe sit high tree believe reason believe yeah free believe sit high tree believe reason believe yeah free believe sit high tree believe reason believe yeah free,80,0.000683527,0.000683527,0.3306159909480227,0.000683527,0.057575413,0.000683527,0.000683527,0.2864334195792846,0.000683527,0.030415324,0.000683527,0.093667916,0.1028721524760441,0.000683527,0.029091261,world/life,0.1142857142857142
jason aldean,walking away,2012,country,laugh tell things start think begin dream maybe someday change lose cause feel good talk walk away walk away fast know ought walk away walk away baby instead try save ought walk away stand party dress doubt darling impress know right thing need girl wrong sure heart know truth ought walk away walk away fast know ought walk away walk away baby instead try save ought walk away walk away walk away fast know ought walk away walk away baby instead try save ought walk away,86,0.04516016,0.000666223,0.042349813,0.000666223,0.000666223,0.000666223,0.014137094,0.2556932788084313,0.018983725,0.000666223,0.000666223,0.000666223,0.000666223,0.5695050337448873,0.01654765,sadness,0.1142857142857142
david benoit,feelin' it,2012,jazz,isnt easy mean kind move feel go crazy bout crazy bout try impress things hmmm dream open understand understand look inside heart believe look inside heart share look heart yeah perfect time turn heart reachin inside reachin inside look inside heart believe look inside heart share look heart wanna promise honestly care come time smile know wait share want share look inside heart believe look inside heart share look heart,70,0.000809717,0.000809717,0.1924008336180647,0.000809717,0.016445151,0.000809717,0.000809717,0.098127076,0.023337439,0.000809717,0.000809717,0.000809717,0.000809717,0.4355536922345661,0.000809717,sadness,0.1142857142857142
robert glasper experiment,the consequences of jealousy,2012,jazz,minutes submerge mind peace fill mind like visualize mind interior offer sweet devotion easier reach sweet devotion know know waste time reason fight sweet devotion sweet devotion perfect true know know waste time reason fight mind listen mind look go tear tear,42,0.001594896,0.001594896,0.001594896,0.3044146154525288,0.001594896,0.001594896,0.1879529440643606,0.2632416143077551,0.001594896,0.001594896,0.001594896,0.001594896,0.036147983,0.1063582483863469,0.001594897,night/time,0.1142857142857142
carrie underwood,forever changed,2012,country,remember nights come call yellowsilk fall july nights grow longer blackberry winter little white church stand young pretty forever change forever change stay forever name forever change remember change body bloom heart flutter wind night days grow longer indian summer bring world cry hold forever change forever change stay forever child forever change days talk aunt sister lose ask come hasn call days hold fragile hand time creep floor days kill watch memories slip away little forever change forever change stay forever name forever child forever love forever change,89,0.000657895,0.042778179,0.3722166044616051,0.000657895,0.000657895,0.062744374,0.045381548,0.000657895,0.000657895,0.078700982,0.1027270695158747,0.000657895,0.03328941,0.091747252,0.000657895,world/life,0.1142857142857142
