type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
CASH_IN,366638.24,C115312827,6850801.23,7217439.47,C1368733047,499632.79,132994.55,0,0
PAYMENT,5311.76,C1429140279,120011.0,114699.24,M1312480091,0.0,0.0,0,0
PAYMENT,5883.95,C1482526211,20385.0,14501.05,M710898302,0.0,0.0,0,0
PAYMENT,31814.92,C1266560104,338507.19,306692.27,M1360261838,0.0,0.0,0,0
TRANSFER,382801.32,C619172548,766238.14,383436.82,C1848552071,1649558.33,2032359.65,0,0
TRANSFER,884935.35,C1072069702,199200.0,0.0,C1613520233,0.0,884935.35,0,0
CASH_OUT,251463.36,C91437997,0.0,0.0,C892641169,3796230.07,4047693.43,0,0
CASH_IN,182643.87,C607713844,11799756.24,11982400.11,C108515927,1170563.57,987919.7,0,0
CASH_OUT,104479.86,C1864581249,50935.0,0.0,C758085398,0.0,104479.86,0,0
CASH_IN,376737.15,C1158713654,15503065.69,15879802.84,C1088311753,569507.84,85018.48,0,0
TRANSFER,373134.56,C825604246,0.0,0.0,C182787963,736382.35,1109516.91,0,0
TRANSFER,331354.14,C384461309,0.0,0.0,C1977369122,894684.14,1597432.86,0,0
TRANSFER,255222.92,C1257436098,0.0,0.0,C1440090738,1791453.19,2046676.12,0,0
TRANSFER,1012402.72,C1589983328,0.0,0.0,C2026242809,1169314.42,2181717.14,0,0
CASH_OUT,168224.08,C1958097136,0.0,0.0,C1753778453,4360798.58,4529022.66,0,0
CASH_IN,177696.4,C1083098647,13562.0,191258.4,C1294968848,0.0,0.0,0,0
CASH_IN,32885.07,C163570624,86953.24,119838.31,C1768464356,3596604.34,3563719.27,0,0
PAYMENT,1326.77,C1611274312,0.0,0.0,M415446413,0.0,0.0,0,0
PAYMENT,4274.54,C113809796,0.0,0.0,M400519247,0.0,0.0,0,0
CASH_OUT,36989.15,C1036014984,30552.0,0.0,C650275281,890062.25,927051.4,0,0
PAYMENT,15173.67,C1873963827,0.0,0.0,M1451860283,0.0,0.0,0,0
CASH_IN,49689.05,C544241430,8748039.16,8797728.21,C1381656876,3184924.65,3135235.6,0,0
PAYMENT,3145.8,C986688042,0.0,0.0,M1749722356,0.0,0.0,0,0
PAYMENT,6632.53,C1832576831,11508.0,4875.47,M116562800,0.0,0.0,0,0
CASH_OUT,140918.54,C874503991,0.0,0.0,C1167716832,1607129.12,1748047.65,0,0
CASH_IN,163715.41,C1531773325,15124347.91,15288063.32,C81582155,1170788.1,1007072.69,0,0
CASH_IN,280854.11,C1393480058,4907528.76,5188382.87,C1210053201,3941250.06,3660395.95,0,0
CASH_OUT,216879.28,C1001616332,0.0,0.0,C1774163286,988409.53,1205288.81,0,0
CASH_OUT,198732.91,C966634171,0.0,0.0,C1521785695,338660.5,537393.41,0,0
CASH_OUT,485371.42,C2124581995,16128.0,0.0,C1784332735,0.0,485371.42,0,0
PAYMENT,8091.26,C1663402265,0.0,0.0,M1132643000,0.0,0.0,0,0
TRANSFER,75718.55,C1065599175,0.0,0.0,C1303005221,432209.46,507928.0,0,0
PAYMENT,15228.71,C1854322501,240790.44,225561.73,M1905454265,0.0,0.0,0,0
PAYMENT,627.66,C241657908,0.0,0.0,M890897580,0.0,0.0,0,0
PAYMENT,26943.29,C426175499,25145.0,0.0,M1135426174,0.0,0.0,0,0
CASH_IN,58386.49,C891867912,24966973.11,25025359.61,C391481521,114396.05,56009.56,0,0
CASH_OUT,195660.0,C317236469,111002.35,0.0,C890534829,904386.16,836941.43,0,0
PAYMENT,12308.8,C1942122233,19934.0,7625.2,M458315640,0.0,0.0,0,0
CASH_IN,208539.43,C674450340,1505928.23,1714467.66,C1597346801,293821.02,85281.59,0,0
PAYMENT,13103.79,C1795291446,21958.0,8854.21,M1311823876,0.0,0.0,0,0
TRANSFER,308566.0,C288711400,21561.0,0.0,C1997181829,441289.63,1166937.37,0,0
CASH_OUT,173032.71,C1610924419,3701.0,0.0,C1077250026,765218.27,938250.98,0,0
CASH_OUT,70887.03,C1693789930,53818.0,0.0,C1294927365,181590.44,252477.48,0,0
PAYMENT,2861.37,C318793388,42277.1,39415.73,M872907967,0.0,0.0,0,0
PAYMENT,8923.11,C454894524,0.0,0.0,M302316268,0.0,0.0,0,0
PAYMENT,14190.02,C659188329,29968.0,15777.98,M989707571,0.0,0.0,0,0
CASH_OUT,96447.15,C1827567644,210791.0,114343.85,C414454795,5301979.54,5398426.69,0,0
CASH_OUT,162490.24,C623933280,35693.0,0.0,C42336887,0.0,162490.24,0,0
CASH_OUT,71006.72,C999914047,0.0,0.0,C886236003,334446.48,405453.19,0,0
CASH_OUT,145456.04,C1757272495,0.0,0.0,C2012139060,178542.25,323998.29,0,0
CASH_OUT,82561.56,C1114783564,3025.0,0.0,C1064833018,1837961.72,1920523.28,0,0
CASH_OUT,77548.62,C1035953004,10048.0,0.0,C947086614,29670312.64,29747861.26,0,0
CASH_OUT,120791.47,C1259481802,0.0,0.0,C1463972396,547685.4,508151.29,0,0
TRANSFER,1810342.43,C324875146,0.0,0.0,C1971476334,22758345.82,24568688.25,0,0
CASH_OUT,35770.8,C983352878,0.0,0.0,C1923314246,231977.44,267748.24,0,0
PAYMENT,15624.55,C1825747386,1561.0,0.0,M393328006,0.0,0.0,0,0
TRANSFER,624313.18,C1655584565,0.0,0.0,C1118942128,1930928.38,2555241.56,0,0
CASH_IN,138786.05,C133334616,15126.0,153912.05,C920705520,0.0,0.0,0,0
CASH_OUT,150540.45,C2127736167,0.0,0.0,C1255096858,314830.0,472312.52,0,0
PAYMENT,18434.06,C2025192835,9095.0,0.0,M935215739,0.0,0.0,0,0
PAYMENT,5423.63,C883430782,0.0,0.0,M1685737586,0.0,0.0,0,0
PAYMENT,26721.56,C1141508898,76865.91,50144.35,M2039928607,0.0,0.0,0,0
CASH_OUT,156009.59,C1677557145,30720.0,0.0,C2011033759,238409.68,394419.26,0,0
CASH_OUT,191307.14,C1457390440,0.0,0.0,C24540248,3358508.78,3549815.92,0,0
PAYMENT,704.36,C2013597108,20269.0,19564.64,M622040138,0.0,0.0,0,0
TRANSFER,1173316.4,C76434122,10735.0,0.0,C470766821,0.0,1173316.4,0,0
TRANSFER,615603.97,C1526370229,0.0,0.0,C879781582,2078448.73,2694052.7,0,0
PAYMENT,8294.22,C1693401192,19121.0,10826.78,M1898911452,0.0,0.0,0,0
PAYMENT,10098.59,C885432473,0.0,0.0,M391424733,0.0,0.0,0,0
PAYMENT,4847.74,C523032989,2174504.52,2169656.79,M1832938872,0.0,0.0,0,0
PAYMENT,4206.77,C1770603906,13547.54,9340.76,M1009824792,0.0,0.0,0,0
CASH_IN,127448.85,C1073332991,25866165.69,25993614.54,C1204943997,2292770.61,2165321.76,0,0
PAYMENT,14875.82,C284299007,48897.35,34021.53,M131766748,0.0,0.0,0,0
PAYMENT,505.68,C1593086137,3255.0,2749.32,M376005301,0.0,0.0,0,0
PAYMENT,11238.76,C1150712063,0.0,0.0,M1260889099,0.0,0.0,0,0
PAYMENT,15937.97,C1965823456,0.0,0.0,M1632574138,0.0,0.0,0,0
CASH_OUT,342683.73,C978458042,107846.78,0.0,C639769797,382915.15,725598.88,0,0
PAYMENT,7949.11,C1960591480,50830.0,42880.89,M1367241984,0.0,0.0,0,0
PAYMENT,25475.9,C1575236827,39734.91,14259.01,M2083516590,0.0,0.0,0,0
CASH_OUT,41460.75,C1838979955,10295.0,0.0,C1920204271,5214187.79,5255648.54,0,0
PAYMENT,13259.88,C450025404,25188.0,11928.12,M1431160497,0.0,0.0,0,0
CASH_IN,376690.22,C425230483,2840.0,379530.22,C1825299548,253595.25,0.0,0,0
CASH_OUT,154834.44,C1364113330,104409.0,0.0,C139419162,50765.44,205599.88,0,0
CASH_OUT,2197.27,C1391231460,156.0,0.0,C513734059,116554.89,118752.16,0,0
CASH_OUT,119928.97,C710640923,0.0,0.0,C780574420,452683.61,572612.58,0,0
CASH_OUT,20690.36,C867955289,0.0,0.0,C430564961,113216.79,133907.16,0,0
CASH_OUT,81535.74,C958220723,19197.0,0.0,C1309818608,490260.89,571796.64,0,0
CASH_OUT,36670.1,C178411357,141.0,0.0,C2001317262,1862242.89,1898912.99,0,0
CASH_IN,57227.64,C529877122,128854.0,186081.64,C1370031809,9200481.89,9143254.26,0,0
TRANSFER,1527852.92,C590707333,0.0,0.0,C1905750738,5826647.91,7354500.82,0,0
PAYMENT,12408.1,C488997588,132.0,0.0,M825289774,0.0,0.0,0,0
CASH_OUT,42111.15,C376404830,0.0,0.0,C1355626410,4109057.65,4151168.79,0,0
CASH_IN,28803.36,C815863287,1298.0,30101.36,C1014187520,1634356.79,1605553.43,0,0
CASH_IN,91039.76,C1270789563,114303.0,205342.76,C973882694,5880407.79,5789368.03,0,0
CASH_OUT,225586.74,C256441940,0.0,0.0,C622875990,812695.58,1038282.32,0,0
CASH_OUT,92409.4,C1940376235,0.0,0.0,C1237307892,1146993.16,1239402.57,0,0
CASH_OUT,122926.99,C667394224,8929.0,0.0,C154244529,0.0,8006.26,0,0
PAYMENT,21111.46,C1468144462,89611.4,68499.94,M1963222915,0.0,0.0,0,0
CASH_OUT,110319.36,C1009904513,0.0,0.0,C1774367707,9723019.25,9833338.61,0,0
CASH_OUT,152887.01,C1759708166,21788.0,0.0,C192369178,31934.53,184821.54,0,0
CASH_OUT,167839.48,C1483668193,20540.0,0.0,C402910461,617.0,168456.48,0,0
CASH_IN,49901.74,C1085427988,6605120.28,6655022.02,C976682805,12776234.28,12726332.54,0,0
PAYMENT,26052.45,C1189719859,0.0,0.0,M622005741,0.0,0.0,0,0
CASH_IN,185711.06,C626468595,11524.0,197235.06,C878295312,0.0,0.0,0,0
PAYMENT,21352.09,C559581806,768.0,0.0,M790650631,0.0,0.0,0,0
PAYMENT,13958.11,C49834428,0.0,0.0,M942364043,0.0,0.0,0,0
CASH_OUT,212862.63,C2028402081,0.0,0.0,C627440876,786838.34,999700.97,0,0
CASH_IN,307300.84,C818478624,2131521.22,2438822.06,C368533732,1051974.2,744673.36,0,0
CASH_OUT,289566.29,C377469671,250728.13,0.0,C896915615,472523.22,762089.51,0,0
TRANSFER,73671.39,C106151054,0.0,0.0,C358941430,206852.78,280524.17,0,0
CASH_OUT,51051.62,C1538045007,35270.0,0.0,C1241856293,188803.18,239854.8,0,0
PAYMENT,49487.6,C20399663,875355.19,825867.58,M872705793,0.0,0.0,0,0
PAYMENT,4837.48,C68026283,40566.0,35728.52,M232826474,0.0,0.0,0,0
CASH_OUT,222708.58,C1815791918,0.0,0.0,C2042929085,439002.56,935333.55,0,0
PAYMENT,26879.91,C1266530912,158552.35,131672.44,M1353038569,0.0,0.0,0,0
CASH_OUT,99149.62,C1700048710,31784.0,0.0,C1171348664,784090.09,883239.71,0,0
PAYMENT,7173.99,C1321014775,14327.0,7153.01,M574734488,0.0,0.0,0,0
TRANSFER,1528134.92,C41227594,0.0,0.0,C2019447632,2808830.55,4038747.73,0,0
PAYMENT,908.81,C1415257051,712799.1,711890.28,M1588799773,0.0,0.0,0,0
CASH_OUT,486419.46,C364371474,0.0,0.0,C3286541,5869963.41,6356382.87,0,0
CASH_OUT,94305.28,C1612770391,0.0,0.0,C1812349826,460952.5,555257.78,0,0
CASH_OUT,37885.16,C1934485800,51974.0,14088.84,C93982915,102960.01,140845.17,0,0
CASH_OUT,64459.39,C1564611202,857.0,0.0,C92737242,277899.22,342358.62,0,0
PAYMENT,6826.71,C775186443,0.0,0.0,M1709562963,0.0,0.0,0,0
PAYMENT,5430.03,C208133336,4364.0,0.0,M1183593671,0.0,0.0,0,0
PAYMENT,19637.22,C1273369321,0.0,0.0,M1510416046,0.0,0.0,0,0
CASH_OUT,198437.79,C401671632,227356.98,28919.2,C2119706494,7357577.99,7556015.78,0,0
CASH_OUT,167922.41,C1913218299,50186.0,0.0,C982295556,1864380.69,2032303.1,0,0
PAYMENT,29033.44,C801087478,21524.04,0.0,M521008533,0.0,0.0,0,0
CASH_OUT,256763.04,C1702034724,319.0,0.0,C170673515,0.0,256763.04,0,0
PAYMENT,11198.11,C1411222174,0.0,0.0,M1271579668,0.0,0.0,0,0
PAYMENT,5725.56,C1267380260,935.0,0.0,M1975142632,0.0,0.0,0,0
CASH_OUT,64625.19,C967470202,0.0,0.0,C1237955647,136661.66,201286.86,0,0
PAYMENT,8956.2,C1308900767,98376.6,89420.4,M309001469,0.0,0.0,0,0
PAYMENT,6089.57,C332987822,149768.66,143679.1,M1079811600,0.0,0.0,0,0
CASH_IN,170060.81,C208900608,21538.0,191598.81,C1738972010,0.0,0.0,0,0
PAYMENT,3545.66,C490595388,105653.0,102107.34,M2063765171,0.0,0.0,0,0
CASH_IN,119453.5,C1072291756,2042829.66,2162283.16,C1595691663,627046.44,507592.95,0,0
CASH_OUT,311510.54,C1060616226,0.0,0.0,C1452576451,333799.4,645309.93,0,0
CASH_IN,121205.77,C232834556,15186.0,136391.77,C1455228414,161424.05,40218.28,0,0
PAYMENT,5295.04,C608795791,0.0,0.0,M795245999,0.0,0.0,0,0
PAYMENT,4769.72,C1939657625,339795.81,335026.09,M1892335286,0.0,0.0,0,0
TRANSFER,655188.51,C947520639,51363.0,0.0,C1311624172,0.0,655188.51,0,0
PAYMENT,15356.46,C254430821,16367.0,1010.54,M1884899792,0.0,0.0,0,0
CASH_IN,145547.56,C51797390,178058.0,323605.56,C1320563329,533895.0,388347.43,0,0
CASH_OUT,272081.32,C40727048,201.0,0.0,C1259271580,2625117.12,2897198.44,0,0
CASH_OUT,148416.96,C979217103,206691.0,58274.04,C1198778182,504931.68,476469.18,0,0
CASH_OUT,143985.33,C1531218158,0.0,0.0,C1644843862,1263582.27,1407567.6,0,0
CASH_IN,22447.25,C1781996788,4261178.2,4283625.45,C1798348521,107381.72,84934.47,0,0
CASH_OUT,106562.76,C1010486184,156123.0,49560.24,C207072314,30746.0,0.0,0,0
CASH_IN,216509.53,C1538045549,20377.0,236886.53,C553992795,21916.17,0.0,0,0
CASH_IN,251683.47,C1466705678,9331083.72,9582767.19,C383631417,474687.73,223004.26,0,0
CASH_OUT,162491.07,C1582943391,185263.55,22772.47,C1004546553,948001.99,1110493.06,0,0
CASH_OUT,73034.11,C1724259387,99950.0,26915.89,C1531210479,1647924.78,1720958.89,0,0
CASH_OUT,210876.34,C1154905847,0.0,0.0,C184942807,1421604.1,1632480.44,0,0
PAYMENT,18154.14,C971684728,31472.0,13317.86,M1973198438,0.0,0.0,0,0
PAYMENT,13282.61,C1359060223,65500.0,52217.39,M1472355161,0.0,0.0,0,0
CASH_OUT,50400.78,C662720327,0.0,0.0,C1540039359,427367.77,477768.55,0,0
CASH_OUT,160519.68,C3603946,0.0,0.0,C1815509870,4732117.11,4807171.91,0,0
CASH_OUT,138470.19,C195909730,0.0,0.0,C236260633,533461.05,671931.24,0,0
CASH_OUT,173615.69,C499392907,0.0,0.0,C538526184,458235.68,631851.37,0,0
CASH_IN,6443.66,C1991814848,7325959.7,7332403.35,C1827000567,1437327.49,1430883.83,0,0
CASH_OUT,36681.32,C1540921881,164568.0,127886.68,C1428402392,1895984.11,1932665.44,0,0
CASH_IN,46504.66,C2131417953,29912.0,76416.66,C32023431,92784.45,46279.79,0,0
PAYMENT,5330.24,C739007964,36284.0,30953.76,M167017691,0.0,0.0,0,0
CASH_IN,34174.63,C1886483288,19991.0,54165.63,C1904154741,0.0,0.0,0,0
PAYMENT,4789.62,C824464669,29825.0,25035.38,M1480730945,0.0,0.0,0,0
CASH_OUT,131863.67,C79787741,554.0,0.0,C1383249047,187695.89,319559.56,0,0
CASH_OUT,141532.03,C702851569,598.0,0.0,C1201672271,1992911.31,2134443.34,0,0
PAYMENT,24968.38,C742659668,52187.0,27218.62,M417719091,0.0,0.0,0,0
CASH_OUT,83949.66,C918795350,48438.0,0.0,C272615856,566835.62,650785.29,0,0
PAYMENT,24850.7,C362449932,2089.0,0.0,M1990220426,0.0,0.0,0,0
CASH_IN,246982.54,C1644655547,19819421.77,20066404.31,C1354822789,1463779.54,1216796.99,0,0
PAYMENT,3348.66,C1500894811,0.0,0.0,M1549732488,0.0,0.0,0,0
CASH_OUT,4925.82,C266106254,139.0,0.0,C1630406477,499038.93,503964.75,0,0
CASH_IN,105579.58,C297309379,233558.0,339137.58,C1656390975,1568921.12,1463341.53,0,0
CASH_IN,244625.9,C2114325325,4659.0,249284.9,C1962200043,0.0,0.0,0,0
PAYMENT,12851.31,C911861719,20282.0,7430.69,M1913296442,0.0,0.0,0,0
TRANSFER,148470.59,C162520766,104041.0,0.0,C1807858012,933518.63,1081989.23,0,0
CASH_IN,119114.96,C1390362026,22158.0,141272.96,C1981472812,102366.53,0.0,0,0
CASH_OUT,327316.68,C1185809250,42023.0,0.0,C327568198,0.0,327316.68,0,0
PAYMENT,1769.94,C626854100,39498.0,37728.06,M1909669045,0.0,0.0,0,0
CASH_IN,1622.98,C728680864,4653140.93,4654763.91,C1568248753,20851.98,19229.0,0,0
PAYMENT,4842.69,C1606561498,34528.0,29685.31,M1916466520,0.0,0.0,0,0
CASH_IN,43416.07,C1640579889,50689.0,94105.07,C472273798,5950080.82,5906664.75,0,0
PAYMENT,13227.42,C2086909616,0.0,0.0,M1742112630,0.0,0.0,0,0
CASH_IN,262538.66,C139230647,10984436.58,11246975.24,C9701990,2837557.25,2575018.59,0,0
CASH_OUT,102997.46,C1443810902,0.0,0.0,C1358668118,1452520.83,1555518.29,0,0
CASH_IN,258894.36,C488114115,10877.0,269771.36,C1542863936,0.0,0.0,0,0
PAYMENT,8186.73,C622746562,203102.33,194915.6,M775105284,0.0,0.0,0,0
CASH_IN,187603.59,C1065550372,3596779.11,3784382.7,C1304846963,518503.54,330899.95,0,0
PAYMENT,7148.54,C160952559,69397.0,62248.46,M734343938,0.0,0.0,0,0
CASH_IN,125478.66,C1023825032,170.0,125648.66,C433355009,37045.59,0.0,0,0
PAYMENT,22294.74,C1695165342,263834.36,241539.62,M374047492,0.0,0.0,0,0
CASH_IN,116947.93,C1121268875,4083593.72,4200541.65,C176668740,1477458.93,1360511.0,0,0
PAYMENT,6202.73,C86762375,1109281.31,1103078.58,M1829032595,0.0,0.0,0,0
CASH_IN,113511.95,C1969304962,60747.0,174258.95,C1265083099,742328.98,628817.03,0,0
PAYMENT,5740.7,C1138881418,0.0,0.0,M454793423,0.0,0.0,0,0
PAYMENT,6361.9,C697270897,87111.0,80749.1,M2013868372,0.0,0.0,0,0
PAYMENT,20853.64,C1005213849,345245.97,324392.33,M1914027453,0.0,0.0,0,0
CASH_OUT,400003.63,C233149930,0.0,0.0,C1491731455,13049938.98,13449942.61,0,0
CASH_OUT,136869.31,C1009663603,285300.0,148430.69,C1905753809,627685.88,764555.19,0,0
PAYMENT,5307.07,C1615352805,15942.0,10634.93,M1520794599,0.0,0.0,0,0
PAYMENT,4826.91,C4572182,26563.0,21736.09,M1360122429,0.0,0.0,0,0
PAYMENT,14035.27,C1907912383,103958.0,89922.73,M1646476909,0.0,0.0,0,0
CASH_OUT,45721.15,C1000614184,0.0,0.0,C111276901,52381.87,141023.28,0,0
TRANSFER,610879.25,C802988609,0.0,0.0,C309381674,806413.23,1417292.48,0,0
PAYMENT,5254.43,C323072756,886.0,0.0,M1595656861,0.0,0.0,0,0
CASH_IN,180042.07,C2093122455,7261787.95,7441830.03,C1281655335,9803809.11,9623767.04,0,0
PAYMENT,17443.46,C81593169,0.0,0.0,M558992319,0.0,0.0,0,0
PAYMENT,44916.43,C1729397411,0.0,0.0,M59305666,0.0,0.0,0,0
CASH_IN,114896.28,C1987951781,54205.0,169101.28,C629078012,98045.16,0.0,0,0
CASH_IN,96805.45,C1713831165,11338.0,108143.45,C1037189371,0.0,0.0,0,0
PAYMENT,3091.54,C1108039440,0.0,0.0,M204349348,0.0,0.0,0,0
TRANSFER,424165.4,C1403393860,4014.0,0.0,C163690786,974571.19,1398736.6,0,0
CASH_OUT,248108.71,C972445843,0.0,0.0,C2142826922,5884346.76,6132455.47,0,0
PAYMENT,12868.0,C697678157,32170.7,19302.7,M261530493,0.0,0.0,0,0
CASH_IN,15708.74,C1078481604,246177.62,261886.36,C1689539014,206602.79,190894.05,0,0
PAYMENT,537.14,C1748365345,5095.0,4557.86,M1492296426,0.0,0.0,0,0
CASH_OUT,70267.92,C573855896,0.0,0.0,C1178169270,1344834.11,1415102.03,0,0
TRANSFER,939417.85,C1225613680,0.0,0.0,C534443690,1547872.61,2487290.46,0,0
PAYMENT,3764.19,C1094623558,32.0,0.0,M1571913309,0.0,0.0,0,0
CASH_IN,92.06,C1342662940,17299151.27,17299243.33,C1467964280,40402.0,0.0,0,0
PAYMENT,13353.13,C639954764,276038.67,262685.54,M531038622,0.0,0.0,0,0
CASH_OUT,182271.86,C219019135,0.0,0.0,C658190996,241516.0,423787.86,0,0
CASH_OUT,225556.72,C540186727,0.0,0.0,C258730827,242925.35,468482.07,0,0
CASH_OUT,111912.93,C992449714,63173.0,0.0,C740312803,0.0,111912.93,0,0
CASH_OUT,223719.47,C1551273043,195514.0,0.0,C297350474,67267.34,290986.81,0,0
TRANSFER,602467.6,C44709866,0.0,0.0,C1946042854,3867715.53,4470183.13,0,0
CASH_IN,94694.21,C113239637,103530.0,198224.21,C461627411,1516986.59,1422292.39,0,0
CASH_IN,542722.05,C201400891,8517922.87,9060644.91,C2022301584,826139.09,283417.04,0,0
PAYMENT,5783.85,C545504384,0.0,0.0,M465065072,0.0,0.0,0,0
TRANSFER,210498.19,C524528107,0.0,0.0,C1864230476,608875.91,819374.1,0,0
CASH_OUT,206192.15,C819527179,102096.0,0.0,C1764624406,134891.31,341083.47,0,0
CASH_IN,36844.76,C1267055791,655.0,37499.76,C474843127,0.0,0.0,0,0
CASH_OUT,14343.03,C1770900184,96034.0,81690.97,C1039333129,0.0,14343.03,0,0
TRANSFER,1035643.13,C1159364571,0.0,0.0,C411122528,2694708.95,3730352.07,0,0
CASH_IN,141996.95,C1722450786,1147.0,143143.95,C958693271,323558.33,1261558.69,0,0
CASH_IN,276010.51,C386691900,10381.0,286391.51,C1293648196,412580.24,136569.74,0,0
PAYMENT,18328.95,C556035076,43052.0,24723.05,M36468340,0.0,0.0,0,0
CASH_OUT,173283.58,C168380907,0.0,0.0,C210060231,367381.96,540665.55,0,0
TRANSFER,599510.3,C511864526,0.0,0.0,C527010482,1150342.91,1749853.21,0,0
CASH_OUT,103826.39,C1409418891,19644.69,0.0,C1190266541,3466377.81,3570204.2,0,0
PAYMENT,3482.92,C1327300789,0.0,0.0,M1818736141,0.0,0.0,0,0
CASH_OUT,156572.98,C1846423285,60339.0,0.0,C764418432,155315.41,311888.39,0,0
CASH_OUT,363792.37,C22509035,336414.0,0.0,C1815135338,0.0,363792.37,0,0
PAYMENT,42962.16,C1960633566,0.0,0.0,M88856043,0.0,0.0,0,0
CASH_IN,8518.94,C2088922351,13041931.23,13050450.16,C384680029,1903983.34,1895464.41,0,0
TRANSFER,590225.09,C1958554442,0.0,0.0,C889531530,839171.84,1429396.93,0,0
TRANSFER,278379.73,C209499862,0.0,0.0,C500044410,822361.38,1100741.11,0,0
PAYMENT,23011.12,C1337453977,0.0,0.0,M1073008716,0.0,0.0,0,0
CASH_IN,178746.22,C1989839920,16895584.88,17074331.1,C1858708594,2184808.47,1579549.86,0,0
TRANSFER,1424436.2,C400094,77471.69,0.0,C927569748,1427858.39,2852294.59,0,0
PAYMENT,1616.35,C789515776,0.0,0.0,M1327788925,0.0,0.0,0,0
CASH_IN,182489.51,C456980820,20745.0,203234.51,C18910458,932774.55,750285.03,0,0
CASH_OUT,93839.9,C1697213284,201096.0,107256.1,C60118475,6014238.3,6108078.2,0,0
CASH_IN,40816.97,C1200749022,8054630.43,8095447.4,C1626422253,189979.07,149162.1,0,0
CASH_OUT,234335.08,C512503273,5585.0,0.0,C1204245874,0.0,234335.08,0,0
CASH_OUT,4419.45,C1964663976,0.0,0.0,C131143155,363143.73,367563.18,0,0
TRANSFER,946056.57,C1976676224,27628.0,0.0,C1572972357,470273.16,1416329.73,0,0
PAYMENT,7073.84,C1682116757,20920.0,13846.16,M273663077,0.0,0.0,0,0
CASH_IN,82083.66,C1444227144,55639.0,137722.66,C1223522718,1328603.19,1246519.53,0,0
PAYMENT,4269.62,C1983333305,20356.0,16086.38,M1344632776,0.0,0.0,0,0
PAYMENT,2611.52,C1912309943,513.0,0.0,M195191803,0.0,0.0,0,0
CASH_OUT,68125.94,C510989361,0.0,0.0,C2037119417,1377331.84,1462959.97,0,0
CASH_OUT,481761.02,C1707942970,99054.0,0.0,C541194881,202308.18,1263968.03,0,0
CASH_OUT,38178.16,C941766023,0.0,0.0,C1895780774,1310338.84,1348517.0,0,0
CASH_OUT,70097.11,C464347240,283894.0,213796.89,C484252776,69691.32,139788.43,0,0
PAYMENT,28580.16,C1206761439,333735.7,305155.54,M2080999936,0.0,0.0,0,0
PAYMENT,13194.84,C1718554797,0.0,0.0,M1321503453,0.0,0.0,0,0
PAYMENT,2842.0,C2131487477,0.0,0.0,M2100113816,0.0,0.0,0,0
CASH_IN,198680.45,C226187314,1472859.01,1671539.46,C2071922984,347106.0,148425.55,0,0
CASH_OUT,255003.95,C4660802,1190.0,0.0,C1843740180,0.0,255003.95,0,0
CASH_IN,69272.25,C408614434,5715534.79,5784807.04,C1798406363,4102588.89,4033316.64,0,0
CASH_IN,601193.91,C1792933608,22558.0,623751.91,C1172829349,70027.07,0.0,0,0
PAYMENT,13788.05,C1679625425,12567.0,0.0,M986953856,0.0,0.0,0,0
CASH_IN,304407.07,C1808414863,596641.48,901048.56,C1046190725,1211144.05,770369.11,0,0
TRANSFER,666246.18,C873098505,293714.91,0.0,C980169582,1136625.45,1802871.63,0,0
PAYMENT,8681.5,C2084333999,0.0,0.0,M1919702878,0.0,0.0,0,0
CASH_OUT,125622.74,C920408356,338.0,0.0,C603023442,955762.77,1081385.51,0,0
CASH_IN,237040.88,C464830319,721.0,237761.88,C1589809636,69532.27,0.0,0,0
CASH_OUT,127004.69,C1471682555,635041.43,508036.74,C885880388,0.0,127004.69,0,0
PAYMENT,5953.24,C1543541532,0.0,0.0,M2064002083,0.0,0.0,0,0
PAYMENT,8084.03,C2117829621,38570.99,30486.96,M1182903733,0.0,0.0,0,0
TRANSFER,1572813.55,C1311203318,0.0,0.0,C161349047,11251918.12,12824731.67,0,0
PAYMENT,8233.61,C604225803,0.0,0.0,M1055498297,0.0,0.0,0,0
PAYMENT,395.85,C1845847767,20613.0,20217.15,M2042501207,0.0,0.0,0,0
TRANSFER,1332988.35,C1133330053,597355.0,0.0,C1529871291,0.0,1332988.35,0,0
CASH_OUT,223348.23,C1861479991,0.0,0.0,C1317036847,366794.21,496584.38,0,0
PAYMENT,8516.34,C200556355,0.0,0.0,M805872017,0.0,0.0,0,0
PAYMENT,7518.01,C1599841362,239.0,0.0,M2139699936,0.0,0.0,0,0
CASH_OUT,105044.1,C2062220172,0.0,0.0,C828041333,2002056.62,2107100.71,0,0
CASH_OUT,200428.8,C1793356384,0.0,0.0,C826251911,654035.14,854463.94,0,0
CASH_OUT,113135.25,C2052070389,0.0,0.0,C1768798525,3944833.89,4057969.14,0,0
CASH_OUT,93697.05,C2126261920,0.0,0.0,C530010244,1001438.1,609962.01,0,0
PAYMENT,12721.6,C700920819,18702.2,5980.6,M974028475,0.0,0.0,0,0
CASH_IN,158381.52,C1849832955,31242.0,189623.52,C217383502,297597.91,139216.39,0,0
CASH_OUT,10692.37,C970910200,0.0,0.0,C1622529017,577989.49,588681.86,0,0
TRANSFER,2245553.81,C1190135581,254.0,0.0,C1276973223,3171.82,2248725.63,0,0
PAYMENT,3120.86,C1083661675,0.0,0.0,M1403065480,0.0,0.0,0,0
